Latitude,Cities,Temperature,Humidity,Cloudiness,Wind Speed
7.988981282828277,"Genet,ET, Ciudad Bolivar,VE, Kauswagan,PH, Thai Mueang,TH, Bang Khan,TH, Tỉnh Bạc Liêu,VN, Guamal,CO, San Miguel,PH, Kuzhithurai,IN, Bella Vista,PA, Mayo Belwa,NG, Wenji,ET, El Pantano,VE, Lingion,PH, Botijones,VE, Chian Yai,TH, Yengema,SL, Provincia de Bocas del Toro,PA, Surandai,IN, Kuna Yala,PA",77.11,95,40,3.48
9.35044896969697,"Vom,NG, Kachia,NG, Turmero,VE, Manalad,PH, Heipang,NG, Municipio José Tadeo Monagas,VE, Araure,VE, Hipasngo,PH, Upper Nile State,SS, Barrio Hispano,CR, El Sombrero,VE, Toluviejo,CO, Bodinayakkanur,IN, Himamaylan,PH, Piparo,TT, Tortuga,TT, Fais Municipality,FM, Municipio Tinaco,VE, Rach Gia,VN, Miraflores,VE",72.99000000000001,94,77,3.71
10.711916656565649,"Punto Fijo,VE, Aganan,PH, Pili,PH, Culaba,PH, Ogtongon,PH, Mettuppalaiyam,IN, Balasan,PH, Province of Aklan,PH, Ormoc City,PH, Culasi,PH, Namakkal,IN, Province of Iloilo,PH, Placer,PH, Dapdap,PH, Manoc-Manoc,PH, Kattuputtur,IN, Tindog,PH, Préfecture de Télimélé,GN, Caluya,PH, Jarigue,PH",82.125,91,22,6.23
12.073384343434341,"Demba Kunda,GM, Gabao,PH, El Ayote,NI, Matiguas,NI, Province of Masbate,PH, Amapala,HN, Kodlipet,IN, La Jicaral,NI, Tiptur,IN, Saint Andrew,GD, Catubig,PH, Iriga City,PH, Evangelista,PH, Jikamshi,NG, Province du Sanguié,BF, Allen,PH, Ramapuram,IN, Sattahip,TH, Brikama,GM, Nouna,BF",80.55,91,42,6.45
13.43485203030302,"Malabag,PH, Salvacion,PH, Région de Dakar,SN, Kaliliog,PH, Palestina,PH, Nguigmi,NE, Taizz,YE, Bhatkal,IN, Lucerna,HN, Atiquizaya,SV, Labo,PH, Région du Lac,TD, Joal-Fadiout,SN, Nong Don,TH, Villa de San Francisco,HN, San Jose del Golfo,GT, Pila,PH, San Jose,PH, Chapeltique,SV, Frontera Hidalgo,MX",78.685,91,75,7.574999999999999
14.796319717171713,"San Jeronimo,HN, Sacapulas,GT, Bonito Oriental,HN, Lat Yao,TH, Santa Lucia La Reforma,GT, Tarlac,PH, Pang Sila Thong,TH, Lobong,PH, Santa Rita,HN, Urbiztondo,PH, Arenal,HN, Ban Khangkeung,LA, El Balsamo,HN, Tejutla,GT, Baracoa,HN, Pueblo Nuevo,HN, Tarim,YE, Nancamarinan,PH, Capulaan,PH, Tan Sum,TH",78.505,91,75,2.82
16.157787404040405,"Cervantes,PH, Sint Eustatius,BQ, Huai Phueng,TH, Santa Lucia,PH, Khok Si Suphan,TH, Palomares,MX, Soldier Ghaut,MS, Mudhol,IN, Lagawe,PH, Guanaja,HN, Mirialguda,IN, Municipality of Alicia,PH, Al Khirab,YE, Changwat Khon Kaen,TH, Belize City,BZ, Paldit,PH, Gerald's,MS, Soyatitán,MX, Konnur,IN, Socialist Republic of Vietnam,VN",78.795,85,38,3.6550000000000002
17.519255090909084,"Long,TH, Tianya,CN, Municipio de Juncos,PR, Xochitepec,MX, Villa Jaragua,DO, Coqui,PR, Longguang,CN, Mali and Munjeri,IN, Currimao,PH, Parish of Saint Elizabeth,JM, Phon Phisai,TH, Cutzamala de Pinzon,MX, Dharur,IN, Toa Alta,PR, Basavakalyan,IN, Ixcateopan de Cuauhtémoc,MX, Ban Wat Pa,TH, Ban Doen,TH, El Coacoyul,MX, Siddipet,IN",78.8,83,40,3.915
18.880722777777777,"Totolapan,MX, Manor,IN, Purushottampur,IN, Myoma,MM, Coatepec Harinas,MX, Udaigiri,IN, Coatepec,MX, Santiago Teyahualco,MX, Basmat,IN, Puopelu,US, Terrenate,MX, Magdalena Mixhuca,MX, Tonila,MX, San Pedro Cholula,MX, Acambay,MX, Tomatlan,MX, Mexico City,MX, Temamatla,MX, Sabaneta,DO, Los Reyes,MX",65.22999999999999,87,57,4.655
20.242190464646455,"San Miguel de Cozumel,MX, Amascala,MX, Jalalpur,IN, Rio Guayabal de Yateras,CU, Chandvad,IN, Kanasin,MX, Union Territory of Damān and Diu,IN, Las Lomas,MX, Huazalingo,MX, Angul,IN, Sindi,IN, Dharangaon,IN, Gibara,CU, Sambalpur,IN, Phulabani,IN, Deoli,IN, Alfajayuca,MX, Meiktila,MM, Matthew Town,BS, Vistahermosa de Negrete,MX",75.58,90,81,6.945
21.60365815151515,"Punasa,IN, Lawai,US, Kalikapur,IN, Zhongshan,CN, Guanajay,CU, Kuiyong,CN, Cumanayagua,CU, Ekyigon,MM, Arista,MX, Huangjiang,CN, Zhongdacuo,TW, Balarampur,IN, Calimete,CU, Ciudad Mante,MX, Shiqiao,CN, Kamarhati,IN, Sonari Town,IN, El Higo,MX, Primero de Enero,CU, Dhandhuka,IN",78.8,88,46,5.26
22.96512583838384,"Balarampur,IN, Alot,IN, Agar,IN, Basoda,IN, Ranir Bazar,IN, Ad Dilam,SA, Xiancheng,CN, Zhongshanzhuang,TW, Sarubera,IN, Hazaribag,IN, Mugma,IN, Thenzawl,IN, Xintang,CN, Wenlan,CN, Kadi,IN, Mengmeng,CN, Bhuj,IN, Sarangpur,IN, Durango,MX, Jiulong,CN",77.13,91,75,5.17
24.32659352525252,"Dongchuan,CN, Ormara,PK, Fucha,CN, Colonia Valle,MX, Takipur,BD, Chiguang,CN, Andros Town,BS, Baran,IN, Raghunathpur,IN, Shinas,OM, Aizi,CN, Koelwar,IN, Naraini,IN, Cabos,MX, Shaxiaba,CN, Badiraguato,MX, Madhogarh,IN, Compuertas,MX, Qidian,CN, Dhulian,IN",77.31,83,66,6.93
25.688061212121212,"Merta,IN, Taoling,CN, Rancho La Pachona,MX, Bihariganj,IN, North Port,US, Miami,US, Laureles,US, San Francisco del Oro,MX, Miami Gardens,US, Naples Manor,US, Three Oaks,US, Sita Road,PK, Betty Acres Colonia,US, Samastipur,IN, Shaxi,CN, Gauripur,IN, Unnao,IN, Scissors,US, Rangpur Division,BD, Guanqian,CN",80.14,83,52,5.555
27.04952889898989,"Garachico,ES, Yanmen,CN, Del Mar,US, (Pokharithok Bajar),NP, Dongping,CN, Huangxi,CN, Haines City,US, Luzhou,CN, Shishan,CN, Gezan,CN, Hetan,CN, Tor,EG, Zunyi,CN, Bhadasar,IN, Trinity,US, Yezhi,CN, Binjiang,CN, Treasure Island,US, Helumbu,NP, Ouli,CN",74.565,76,64,5.335
28.410996585858584,"Foshan,CN, Chiefland,US, Kotdwara,IN, Jiang’aokou,CN, Al Jaghbub,LY, Ziyang,CN, Tosca de Ana María,ES, Bailu,CN, Yaojia,CN, Bellaire,US, Haozigang,CN, Tianhong,CN, Wangjiaping,CN, Zhonghekou,CN, Huangcun,CN, Kongkeshu,CN, Gaotang,CN, El Paso,ES, Meiling,CN, Kālkāji Devi,IN",77.49,71,0,5.275
29.772464272727262,"Xitianmu,CN, Diamondhead,US, Muḩāfaz̧at al Qalyūbīyah,EG, Sanlifan,CN, Muḩāfaz̧at Shamāl Sīnā’,EG, Sansheng,CN, Merrydale,US, Zongluzui,CN, Longquan,CN, Jishan,CN, Al Alamayn,EG, Zhifang,CN, Xinwan,CN, Sirhind,IN, Fusilier Mobile Home Estates,US, Wakulla County,US, Anchang,CN, Luxiang,CN, Zhangwu,CN, Ray City,US",75.2,88,3,4.655
31.133931959595955,"Pagnag,CN, Dasua,IN, Dongyu,CN, Mudu,CN, Fuwah,EG, Sheikhupura,PK, Nanyang,CN, Rafah,PS, Qingyu,CN, Jiangduo,CN, Jonesboro,US, Xinqiao,CN, Talmest,MA, Robinson,US, Bhakkar,PK, Harry Manzo,MX, Puji,CN, Even Yehuda,IL, Wilāyat-e Zābul,AF, Budrus,PS",76.1,69,32,5.824999999999999
32.49539964646465,"Paosha,CN, San Jacinto,US, Shelby,US, Henry County,US, Jaurian,IN, At Taybah,PS, Byron,US, Grayson Valley,US, Punch,IN, Grenada,US, Wangying,CN, Shuizhai,CN, Maljamar,US, Big Sandy,US, Malou,CN, Sikeshu,CN, Rolling Hills Estates,US, Dorcheh Piaz,IR, Miyada,JP, Hasbaiya,LB",77.755,69,1,4.945
33.85686733333333,"Lilburn,US, Aragon,US, Lake Havasu City,US, Middleberg,US, Peshawar,PK, Hamanose,JP, Xinglong,CN, Xiaoqiu,CN, Pingyao,CN, Liuqu,CN, Gengzhen,CN, Marion County,US, Ergates,CY, Ḩeşār-e Sefīd,IR, Taijing,CN, Bianzhuang,CN, Yima,CN, Tiztoutine,MA, Homeland Park,US, Dajing,CN",74.28,58,1,4.47
35.21833502020202,"Shiraoka,JP, Longxing,CN, Jenzan,KR, Swanquarter,US, Washita County,US, Parūkh,AF, Gassville,US, Dover,US, Santa Venera,MT, Kunsan,KR, Northlakes,US, Grand Canyon Village,US, Kaminokawa,JP, White County,US, Namekawa,JP, Qarah Gawl al ‘Ulyā,IQ, Kassab,SY, Kenly,US, Marbella,ES, Jeonju,KR",75.72,72,1,6.375
36.5798027070707,"Bluewell,US, Trigueros,ES, Berrocal,ES, Roghudi,IT, Soportújar,ES, Capileira,ES, Willard,US, Loulé (São Sebastião),PT, Bismarck,US, Niğde,TR, Purullena,ES, Gilena,ES, Pleasanton,US, Wichita,US, Torremolinos,ES, Almocita,ES, Kerh,TR, Periana,ES, Cammarata,IT, Isle of Wight,US",68.035,80,40,4.7
37.94127039393939,"Carcer,ES, Edgerton,US, Baterno,ES, Lone Jack,US, Garrovilla (La),ES, Benimuslem,ES, Fortuna,ES, Morris Mobile Home Park,US, Eldon,US, Howard County,US, Sanet y Negrals,ES, Ellsworth County,US, Painho,PT, San Isidro,ES, Basilicò,IT, Belle Haven,US, Fregenal de la Sierra,ES, Avanos,TR, Argalasti,GR, Lydia,US",67.775,91,40,6.385
39.30273808080807,"Vilafranca de Bonany,ES, Jabaloyas,ES, Qala,AZ, Osborne,US, Pitman,US, Shelbyville,US, San Clemente,ES, Sot de Chera,ES, Monreal del Llano,ES, San Bartolome de las Abiertas,ES, Ilic,TR, Cherry Hill Mall,US, Charneca,PT, Luso,PT, Torres de Albarracin,ES, Reguengo do Fetal,PT, Ankara,TR, Skyline View,US, Provincia di Potenza,IT, Plumas County,US",65.21000000000001,90,16,6.93
40.66420576767676,"Aguilón,ES, Bridgeport,US, Miño de San Esteban,ES, Castellví de Rosanes,ES, Summit,US, Madison,US, Ribeiros,PT, Capari,MK, Golkoy,TR, Bornes de Aguiar,PT, Robbins,US, San Mango Piemonte,IT, Boiano,IT, Cambra,PT, Paços,PT, Lock Port,US, Kurbnesh,AL, Motta Montecorvino,IT, Villaseca de Arciel,ES, Durham,US",64.4,87,40,3.37
42.025673454545455,"Melgar de Arriba,ES, Salvaterra de Miño,ES, Melon,ES, Saint-Hippolyte,FR, Carson City,US, Donja Seoca,ME, Neves (As),ES, Santibanez de la Pena,ES, Whitman,US, Murchante,ES, Boone County,US, Lombia,FR, Janjina,HR, SantEusanio Forconese,IT, South Corning,US, Berango,ES, Golmar,ES, Estialescq,FR, San Vicente del Valle,ES, Bercianos del Real Camino,ES",60.67,84,1,4.7
43.38714114141413,"Veynes,FR, Smederevska Palanka,RS, Denmark,US, El Astillero,ES, Kiel,US, Galapian,FR, Gillette,US, Serra Riccò,IT, Pietralunga,IT, Carpasio,IT, Bardos,FR, Varvarin,RS, Mill Village,CA, Zaton,HR, Saint-Sernin,FR, Marina de Cudeyo,ES, Islamey,RU, Bresno Polje,RS, Marcillac-Vallon,FR, Montélimar,FR",59.44,87,0,3.375
44.748608828282826,"Neuvic-Entier,FR, Schitu-Ostrov,RO, Karanac,HR, Sauvagnat-Sainte-Marthe,FR, Genissieux,FR, Saint-Sorlin-en-Bugey,FR, Département de la Loire,FR, Harvey,CA, Dervio,IT, Saint-Julien-de-Coppel,FR, Torrazzo,IT, Bata,RO, Parcoul,FR, Vipava,SI, Changan,CN, Old Chelsea,CA, Vic-sur-Cère,FR, Broni,IT, Due Carrare,IT, San Giorgio di Lomellina,IT",55.375,90,0,2.9749999999999996
46.110076515151505,"Seeboden,AT, Saillon,CH, Satteins,AT, Gossendorf,AT, Egolzwil,CH, Kethely,HU, Sappada,IT, Subingen,CH, Montfand,FR, Kerekegyhaza,HU, Wald (ZH),CH, Lezay,FR, Mauves-sur-Loire,FR, Hertenstein,CH, Feldbach,AT, Beruges,FR, Glavanesti,RO, Cardigan,CA, Mont-sur-Rolle,CH, Saint-Aubin-le-Cloud,FR",56.985,87,8,2.76
50.19447957575757,"Olsen,DE, Vitry-en-Artois,FR, Loon Lake,CA, Sollstedt,DE, Untermaßfeld,DE, Legnica,PL, Norrent-Fontes,FR, Tournehem-sur-la-Hem,FR, Brandroster,DE, Hirtscheid,DE, Flobecq,BE, Horhausen,DE, Bad Hersfeld,DE, Stanwell,GB, Köllme,DE, Remagen,DE, Heide,DE, Oberbiel,DE, Outreau,FR, Schildau,DE",50.0,87,0,2.24
51.55594726262626,"Dlutow,PL, Offen,DE, Llangelynin,GB, London Borough of Harrow,GB, Inkberrow,GB, Newport,GB, Kalme,DE, Chetvërtyy Posëlok,RU, Gröbern,DE, Wivenhoe,GB, Behnsdorf,DE, Jeggau,DE, Negenborn,DE, Milejczyce,PL, Halle,DE, Vehrte,DE, Voorhof,NL, Almelo,NL, Esebeck,DE, Gemeente Weesp,NL",51.775,81,0,7.055
52.91741494949494,"Hausbruch,DE, Christinenthal,DE, Bridlington,GB, Ukhtuy,RU, Cheremkhovo,RU, Trittau,DE, Looma,CA, Neubrandenburg,DE, Abzakovo,RU, Goldenbow,DE, Fedorovka,KZ, Burnley,GB, Lehmke,DE, Woodsetts,GB, Wilhelmsburg,DE, Timmerhorn,DE, Kroppelshagen-Fahrendorf,DE, Droylsden,GB, Sukhaya Orlitsa,RU, Brest,DE",52.519999999999996,76,4,7.109999999999999
54.27888263636363,"Preetz,DE, Bol’shoy Sanchur,RU, Krempel,DE, Fakse,DK, Witzwort,DE, Satis,RU, Portavogie,GB, Kulautuva,LT, Yasennaya,RU, Arkhangel’skoye,RU, Langenhorn,DE, Zabor’ye,RU, Pryamoglyadovo,RU, Voynyukovo,RU, Dmitrovka,RU, Husum,DE, Glusing,DE, Novoye Titovo,RU, Pyzhëvo,RU, Juhlschau,DE",50.370000000000005,84,0,5.82
55.64035032323231,"Kinross,GB, Butka,RU, Loknya,RU, Zapadnoye Degunino,RU, Severka,RU, Mikhaylovskoye,RU, Borisovskoye,RU, Ufimskiy,RU, Pokrovskoye-Streshnëvo,RU, Medvedkovo,RU, Bogandinskiy,RU, East Wemyss,GB, Savostino,RU, Uval’yevo,RU, Kudykino,RU, Potochino,RU, Novochernorechenskiy,RU, Nechaikha,RU, Kameshkovo,RU, Nizhniy Novgorod,RU",49.885,92,0,2.875
57.001818010101005,"Inčukalna Novads,LV, Opalikhino,RU, Balmedie,GB, Vetlanda,SE, Dornoch,GB, Reftele,SE, Storvorde,DK, Poddorye,RU, Ural’skiy,RU, Mölndals Kommun,SE, Thane,US, Ronnang,SE, Novopanovo,RU, Fat’yanovo,RU, Varberg,SE, Khlyabishino,RU, Ayat’,RU, Shukhovo,RU, Bolshoye Selo,RU, Monetnyy,RU",53.900000000000006,88,36,6.945
58.3632856969697,"Mezhdurechenskiy,RU, Johvi,EE, Fredrikstad,NO, Hjelmelandsvagen,NO, Käpplunda,SE, Berezniki,RU, Kehtna,EE, Järvakandi vald,EE, Tonstad,NO, Mariefred,SE, Loo,EE, Brastad,SE, Parabel,RU, Mortnas,SE, Vagnharad,SE, Pärnumaa,EE, Clarks Point,US, Skattkarr,SE, Kumla,SE, Chistyye Bory,RU",59.9,87,50,5.82
59.724753383838376,"Ullensaker,NO, Oleshkovka,RU, Lindas,NO, Jokioinen,FI, Karkkila,FI, Austevoll,NO, Maromitsa,RU, Hämeenlinna,FI, Moskalanmäki,FI, Fagerstrand,NO, Luumaki,FI, Syfteland,NO, Medvedevo,RU, Hagfors,SE, Bolshaya Izhora,RU, Raisio,FI, Ridgeway,US, Askoy,NO, Malaya Okhta,RU, Vyborg,RU",59.0,93,62,6.96
61.08622107070707,"Shenkursk,RU, Kalvola,FI, Wasilla,US, Kuzaranda-Mishalëvo,RU, Snowdrift,CA, Eidi,FO, Lindema,RU, Pitkas Point,US, Toivakka,FI, Valldal,NO, Virrat,FI, Kurgenitsy,RU, Nokia,FI, Syktyvkar,RU, Krasnoborsk,RU, Joutsa,FI, Y,US, Tiekel (historical),US, Sakhal’,RU, Koppang,NO",55.87,93,46,7.7250000000000005
62.44768875757575,"Alajärvi,FI, Dukat,RU, Lebeshchina,RU, Muravlenko,RU, Nurmes,FI, Rochegda,RU, Larsmo,FI, Meraker,NO, Jalasjarvi,FI, Reisjarvi,FI, Bruhagen,NO, Malax,FI, Hommelvik,NO, Outokumpu,FI, Priobye,RU, Kurikka,FI, Harnosand,SE, Hovila,FI, Denali Borough,US, Kaustinen,FI",55.004999999999995,87,20,4.71
63.80915644444444,"Malynchevskaya,RU, Reykjavik,IS, Tyrnava,FI, Tulita,CA, Republic of Finland,FI, Borgarnes,IS, Kondoka,RU, Piimäperä,FI, Ryem,NO, Umeå Kommun,SE, Bjurholm,SE, Avneporog,RU, Oulu,FI, Burtraesk,SE, Ersmark,SE, Kem,RU, Storvik,SE, Björnvik,FI, Kalvia,FI, Öja,FI",50.9,99,32,4.94
65.17062413131312,"Kuivaniemi,FI, Faith Creek (historical),US, Simo,FI, Ranea,SE, Dalvik,IS, Piteå Kommun,SE, Tasiilaq,GL, Vik,NO, Posio,FI, Lavrentiya,RU, Elephant Point,US, Luleå Kommun,SE, Piksi,RU, Turukhansk,RU, Sorsele Kommun,SE, Staryy Nadym,RU, Keminmaa,FI, Urengoy,RU, Novyy Urengoy,RU, Yli-Ii,FI",44.260000000000005,92,0,4.7
66.53209181818181,"Koskullskulle,SE, Esrange,SE, Savukoski,FI, Kirovsk,RU, Fort McPherson,CA, Kolari,FI, Kotzebue,US, Bodø,NO, Nyda,RU, Neten,RU, Kittilä,FI, Vorgashor,RU, Old Crow,CA, Svetlogorsk,RU, Afrikanda,RU, Yekusha,RU, Pajala Kommun,SE, Hella,NO, Norrbottens Län,SE, Alakylä,FI",42.075,91,16,2.99
67.8935595050505,"Muonio,FI, Teriberka,RU, Whitefish Station,CA, Ramberg,NO, Framnes,NO, Anaktuvuk Pass,US, Novoye Plato,RU, Myre,NO, Borkenes,NO, Murmashi,RU, Lappland,FI, Inuvik,CA, Sjovegan,NO, Cherskiy,RU, Murmanskaya Oblast’,RU, Verkhnetulomskiy,RU, Evenesmarkja,NO, Nivaaq,GL, Snezhnogorsk,RU, Abisko,SE",41.0,93,0,5.1
69.25502719191918,"Tromso,NO, Kirkenes,NO, Kvalsund,NO, Deputatskiy,RU, Camp Farewell,CA, Varnek,RU, Taloyoak,CA, Lakselv,NO, Bossekop,NO, Nikel,RU, Tuktoyaktuk,CA, Pevek,RU, Bjorvik,NO, Sør-Varanger,NO, Bjornevatn,NO, Talnakh,RU, Storslett,NO, Igloolik,CA, Alta,NO, Karasjok,NO",42.325,87,22,10.86
70.61649487878788,"Khatanga,RU, Havoysund,NO, Holman,CA, Chokurdakh,RU, Nordkapp,NO, Qaarsut,GL, Mehamn,NO, Nordmannset,NO, Berlevag,NO, Straumen,NO, Båtsfjord,NO, Berlevåg,NO, Baykalovsk,RU, Gamvik,NO, Entuziastov,RU, Barrow,US, Honningsvag,NO, Tiksi,RU, Kjollefjord,NO, Saskylakh,RU",41.67,94,46,8.08
71.97796256565655,"Upernavik,GL, Arctic Bay,CA, Pond Inlet,CA, Greenland,GL, Sachs Harbour,CA, Drovyanoy,RU",31.975,99,84,13.0
73.33943025252523,"Dikson,RU, Resolute,CA",33.37,100,73,6.955
76.06236562626262,"Dundas,GL, Mould Bay,CA, Dundas,GL",32.9,99,40,10.29
77.4238333131313,"Spitsbergen,SJ, Svalbard,SJ, Longyearbyen,SJ, Nybyen,SJ, Qaanaaq,GL",39.2,100,75,11.41
78.785301,"Isachsen,CA",20.97,97,80,2.37
